======================================================================
  SMARTSERVICE — SEED CREDENTIALS
  Generated: 6/4/2026, 3:56:50 pm
  NOTE: Providers need admin approval before they can be used.
======================================================================

──────────────────────────────────────────────────────────────────────
  USERS (50)  —  password for all: Password@123
──────────────────────────────────────────────────────────────────────
  #   | Full Name                    | Email                                  | District
──────────────────────────────────────────────────────────────────────
  1   | Ijas Unnithan                | ijasunnithan1.user@smartservice.test   | Thiruvananthapuram
  2   | Hridya Ansari                | hridyaansari2.user@smartservice.test   | Thrissur
  3   | Bindhu Menon                 | bindhumenon3.user@smartservice.test    | Kozhikode
  4   | Midhun Ansari                | midhunansari4.user@smartservice.test   | Palakkad
  5   | Kavya George                 | kavyageorge5.user@smartservice.test    | Idukki
  6   | Rajeev Ramachandran          | rajeevramachandran6.user@smartservice.test | Malappuram
  7   | Vishnu Bhat                  | vishnubhat7.user@smartservice.test     | Wayanad
  8   | Prasad Menon                 | prasadmenon8.user@smartservice.test    | Kozhikode
  9   | Ishan Ali                    | ishanali9.user@smartservice.test       | Kozhikode
  10  | Midhun Chandran              | midhunchandran10.user@smartservice.test | Alappuzha
  11  | Mithun Ramachandran          | mithunramachandran11.user@smartservice.test | Ernakulam
  12  | Dhanesh Warrier              | dhaneshwarrier12.user@smartservice.test | Thiruvananthapuram
  13  | Biju Kurup                   | bijukurup13.user@smartservice.test     | Kollam
  14  | Anju Khan                    | anjukhan14.user@smartservice.test      | Pathanamthitta
  15  | Sreya Rajan                  | sreyarajan15.user@smartservice.test    | Kollam
  16  | Bibin Thomas                 | bibinthomas16.user@smartservice.test   | Wayanad
  17  | Nobin Pillai                 | nobinpillai17.user@smartservice.test   | Palakkad
  18  | Jomon Ansari                 | jomonansari18.user@smartservice.test   | Kozhikode
  19  | Catherine Menon              | catherinemenon19.user@smartservice.test | Wayanad
  20  | Arjun Mathew                 | arjunmathew20.user@smartservice.test   | Thrissur
  21  | Mujeeb Warrier               | mujeebwarrier21.user@smartservice.test | Pathanamthitta
  22  | Hema Jacob                   | hemajacob22.user@smartservice.test     | Ernakulam
  23  | Rajeev Rajan                 | rajeevrajan23.user@smartservice.test   | Thrissur
  24  | Yamuna Kurup                 | yamunakurup24.user@smartservice.test   | Kasaragod
  25  | Uma Hussain                  | umahussain25.user@smartservice.test    | Alappuzha
  26  | Catherine Namboothiri        | catherinenamboothiri26.user@smartservice.test | Thiruvananthapuram
  27  | Kannan Shetty                | kannanshetty27.user@smartservice.test  | Thiruvananthapuram
  28  | Gireesh Vijayan              | gireeshvijayan28.user@smartservice.test | Palakkad
  29  | Kavya Hussain                | kavyahussain29.user@smartservice.test  | Kollam
  30  | Xavier Nair                  | xaviernair30.user@smartservice.test    | Ernakulam
  31  | Tara Joseph                  | tarajoseph31.user@smartservice.test    | Kannur
  32  | Emil Ansari                  | emilansari32.user@smartservice.test    | Thiruvananthapuram
  33  | Gibil Unnithan               | gibilunnithan33.user@smartservice.test | Kozhikode
  34  | Binu Shetty                  | binushetty34.user@smartservice.test    | Idukki
  35  | Arun Hameed                  | arunhameed35.user@smartservice.test    | Thiruvananthapuram
  36  | Priya Hussain                | priyahussain36.user@smartservice.test  | Kozhikode
  37  | Uma Hegde                    | umahegde37.user@smartservice.test      | Idukki
  38  | Abhilash Chandran            | abhilashchandran38.user@smartservice.test | Idukki
  39  | Rahul Vijayan                | rahulvijayan39.user@smartservice.test  | Palakkad
  40  | Jerin Balakrishnan           | jerinbalakrishnan40.user@smartservice.test | Thrissur
  41  | Kavya Menon                  | kavyamenon41.user@smartservice.test    | Kollam
  42  | Fathima George               | fathimageorge42.user@smartservice.test | Kottayam
  43  | Lekha Hameed                 | lekhahameed43.user@smartservice.test   | Thrissur
  44  | Uday Karunakaran             | udaykarunakaran44.user@smartservice.test | Malappuram
  45  | Yogesh Kumar                 | yogeshkumar45.user@smartservice.test   | Kozhikode
  46  | Bindu Krishnan               | bindukrishnan46.user@smartservice.test | Thrissur
  47  | Unni Menon                   | unnimenon47.user@smartservice.test     | Idukki
  48  | Nisha Jacob                  | nishajacob48.user@smartservice.test    | Malappuram
  49  | Xavier Joseph                | xavierjoseph49.user@smartservice.test  | Kollam
  50  | Sandeep Jacob                | sandeepjacob50.user@smartservice.test  | Pathanamthitta


──────────────────────────────────────────────────────────────────────
  PROVIDERS (320)  —  password for all: Password@123
  ⚠  Must be approved by admin before they appear in search.
──────────────────────────────────────────────────────────────────────
  #    | Full Name                    | Email                                  | District        | Professions
──────────────────────────────────────────────────────────────────────
  176  | Biju Karunakaran             | bijukarunakaran176.provider@smartservice.test | Thiruvananthapuram | Cleaning, Flooring
  177  | Tara Rao                     | tararao177.provider@smartservice.test  | Wayanad         | Plumbing
  178  | Rajeev Rao                   | rajeevrao178.provider@smartservice.test | Kozhikode       | Cleaning
  179  | Faizal Bhat                  | faizalbhat179.provider@smartservice.test | Malappuram      | Electrical, House Shifting, TV Repair
  180  | Nithin Warrier               | nithinwarrier180.provider@smartservice.test | Thrissur        | Gardening, Solar Installation, Car Service
  181  | Uma Krishnan                 | umakrishnan181.provider@smartservice.test | Thrissur        | House Shifting
  182  | Febin Mohan                  | febinmohan182.provider@smartservice.test | Kozhikode       | Cleaning, Roofing, Gardening
  183  | Sandeep Warrier              | sandeepwarrier183.provider@smartservice.test | Pathanamthitta  | Carpenter
  184  | Dinto Chandran               | dintochandran184.provider@smartservice.test | Kottayam        | Flooring, Washing Machine Repair, Roofing
  185  | Catherine Ramachandran       | catherineramachandran185.provider@smartservice.test | Wayanad         | Plumbing, Solar Installation
  186  | Chandana Rajan               | chandanarajan186.provider@smartservice.test | Kannur          | Car Service, Waterproofing
  187  | Geethu Jacob                 | geethujacob187.provider@smartservice.test | Malappuram      | TV Repair, Landscaping, Flooring
  188  | Fathima Balakrishnan         | fathimabalakrishnan188.provider@smartservice.test | Kasaragod       | Mason, Painting
  189  | Jyothi Khan                  | jyothikhan189.provider@smartservice.test | Kollam          | Cleaning, Welding, House Shifting
  190  | Isha Hameed                  | ishahameed190.provider@smartservice.test | Idukki          | Flooring, Carpet Cleaning
  191  | Lekha Namboothiri            | lekhanamboothiri191.provider@smartservice.test | Palakkad        | Laptop Repair, Car Service
  192  | Winson Ali                   | winsonali192.provider@smartservice.test | Ernakulam       | Roofing, AC Repair, Mason
  193  | Rajesh George                | rajeshgeorge193.provider@smartservice.test | Kannur          | Furniture Assembly, Plumbing
  194  | Priya Varma                  | priyavarma194.provider@smartservice.test | Kollam          | Plumbing, Washing Machine Repair
  195  | Lijo Joseph                  | lijojoseph195.provider@smartservice.test | Kannur          | Welding
  196  | Hashim Rao                   | hashimrao196.provider@smartservice.test | Alappuzha       | Mason, Tiling, CCTV Installation
  197  | Jerin Unnithan               | jerinunnithan197.provider@smartservice.test | Alappuzha       | Furniture Assembly, Laptop Repair, Painting
  198  | Rajeev Pillai                | rajeevpillai198.provider@smartservice.test | Ernakulam       | Carpenter
  199  | Aiswarya Sivaraman           | aiswaryasivaraman199.provider@smartservice.test | Kozhikode       | Plumbing, Pest Control, Landscaping
  200  | Lal Namboothiri              | lalnamboothiri200.provider@smartservice.test | Kannur          | AC Repair, Electrical
  201  | Pradeep Pillai               | pradeeppillai201.provider@smartservice.test | Thiruvananthapuram | Carpet Cleaning
  202  | Priya Warrier                | priyawarrier202.provider@smartservice.test | Idukki          | Electrical
  203  | Arun Rajan                   | arunrajan203.provider@smartservice.test | Kasaragod       | Disinfection
  204  | Praveen Chandran             | praveenchandran204.provider@smartservice.test | Pathanamthitta  | Plumbing, AC Repair
  205  | George Joseph                | georgejoseph205.provider@smartservice.test | Idukki          | Furniture Assembly
  206  | Hareesh Ramachandran         | hareeshramachandran206.provider@smartservice.test | Kasaragod       | Car Service
  207  | Cibin Menon                  | cibinmenon207.provider@smartservice.test | Kottayam        | Flooring
  208  | Krishna George               | krishnageorge208.provider@smartservice.test | Kollam          | House Shifting
  209  | Vineeth Joseph               | vineethjoseph209.provider@smartservice.test | Kozhikode       | Painting, Cleaning, Tiling
  210  | Jerin Ansari                 | jerinansari210.provider@smartservice.test | Ernakulam       | Plumbing, Landscaping, Electrical
  211  | Midhun Sivaraman             | midhunsivaraman211.provider@smartservice.test | Pathanamthitta  | Solar Installation, Plumbing
  212  | Sajeev Pillai                | sajeevpillai212.provider@smartservice.test | Pathanamthitta  | Carpenter, Electrical
  213  | Rahul Hussain                | rahulhussain213.provider@smartservice.test | Palakkad        | Gardening, Disinfection
  214  | Binu Vijayan                 | binuvijayan214.provider@smartservice.test | Kasaragod       | Plumbing, TV Repair, Car Service
  215  | Sindhu Namboothiri           | sindhunamboothiri215.provider@smartservice.test | Malappuram      | Waterproofing
  216  | Jyothi Bhat                  | jyothibhat216.provider@smartservice.test | Malappuram      | Home Appliance Repair, TV Repair
  217  | Mithun Rasheed               | mithunrasheed217.provider@smartservice.test | Thiruvananthapuram | Carpet Cleaning, Cleaning, Flooring
  218  | Yogesh Ali                   | yogeshali218.provider@smartservice.test | Kannur          | Landscaping
  219  | Sreeraj Bhat                 | sreerajbhat219.provider@smartservice.test | Kasaragod       | CCTV Installation, Tiling
  220  | Ebin Balakrishnan            | ebinbalakrishnan220.provider@smartservice.test | Kollam          | Furniture Assembly
  221  | Nithin Jacob                 | nithinjacob221.provider@smartservice.test | Kollam          | Electrical, Painting, Furniture Assembly
  222  | Ishan Unnithan               | ishanunnithan222.provider@smartservice.test | Malappuram      | AC Repair, Car Service
  223  | Bindu Shetty                 | bindushetty223.provider@smartservice.test | Idukki          | Plumbing, Painting, Flooring
  224  | Hema Rao                     | hemarao224.provider@smartservice.test  | Idukki          | Tiling, Car Service
  225  | Manoj Balakrishnan           | manojbalakrishnan225.provider@smartservice.test | Kollam          | Plumbing
  226  | Jomon Mohan                  | jomonmohan226.provider@smartservice.test | Kasaragod       | Landscaping, Pest Control
  227  | Gireesh Joseph               | gireeshjoseph227.provider@smartservice.test | Kottayam        | Mason, Cleaning
  228  | Jithin Varma                 | jithinvarma228.provider@smartservice.test | Kottayam        | Furniture Assembly, Home Appliance Repair
  229  | Rajesh Abraham               | rajeshabraham229.provider@smartservice.test | Kottayam        | Roofing, Gardening
  230  | Riya Chandran                | riyachandran230.provider@smartservice.test | Kozhikode       | Furniture Assembly
  231  | Chandana Balakrishnan        | chandanabalakrishnan231.provider@smartservice.test | Pathanamthitta  | Disinfection
  232  | Chandana Ali                 | chandanaali232.provider@smartservice.test | Ernakulam       | Waterproofing, Furniture Assembly, Car Service
  233  | Riya Mohan                   | riyamohan233.provider@smartservice.test | Idukki          | Gardening
  234  | Indira Bhat                  | indirabhat234.provider@smartservice.test | Kottayam        | Car Service, AC Repair, Roofing
  235  | Yogesh Thomas                | yogeshthomas235.provider@smartservice.test | Ernakulam       | AC Repair, Tiling, Painting
  236  | Abhilash Kurup               | abhilashkurup236.provider@smartservice.test | Pathanamthitta  | Roofing, Waterproofing
  237  | Gibil Hameed                 | gibilhameed237.provider@smartservice.test | Kasaragod       | TV Repair, Electrical
  238  | Hareesh Chandran             | hareeshchandran238.provider@smartservice.test | Idukki          | Electrical, Painting
  239  | Christy Abraham              | christyabraham239.provider@smartservice.test | Palakkad        | Home Appliance Repair, Welding
  240  | Vidya Rajan                  | vidyarajan240.provider@smartservice.test | Wayanad         | AC Repair, Disinfection, Home Appliance Repair
  241  | Manoj Pillai                 | manojpillai241.provider@smartservice.test | Idukki          | AC Repair
  242  | Rahul Hegde                  | rahulhegde242.provider@smartservice.test | Kannur          | AC Repair
  243  | Krishna Abraham              | krishnaabraham243.provider@smartservice.test | Wayanad         | Roofing, Gardening
  244  | Sreya Hameed                 | sreyahameed244.provider@smartservice.test | Kozhikode       | Welding, Waterproofing
  245  | Gibil Balakrishnan           | gibilbalakrishnan245.provider@smartservice.test | Kasaragod       | Plumbing, Solar Installation
  246  | Kavya Varma                  | kavyavarma246.provider@smartservice.test | Kasaragod       | Washing Machine Repair, Gardening
  247  | Xavier Unnithan              | xavierunnithan247.provider@smartservice.test | Kannur          | Carpenter
  248  | Gireesh Kurup                | gireeshkurup248.provider@smartservice.test | Kottayam        | Gas Stove Repair
  249  | Jerin Rao                    | jerinrao249.provider@smartservice.test | Pathanamthitta  | Pest Control
  250  | Christy Menon                | christymenon250.provider@smartservice.test | Kozhikode       | Gardening, Home Appliance Repair
  251  | Midhun Vijayan               | midhunvijayan251.provider@smartservice.test | Kollam          | Roofing, Mason, TV Repair
  252  | Sajeev Rajan                 | sajeevrajan252.provider@smartservice.test | Kasaragod       | Disinfection, Gardening
  253  | Vipin Kumar                  | vipinkumar253.provider@smartservice.test | Malappuram      | Washing Machine Repair
  254  | Uma Kurup                    | umakurup254.provider@smartservice.test | Kottayam        | Painting, Carpet Cleaning
  255  | Krishna Ansari               | krishnaansari255.provider@smartservice.test | Kollam          | Flooring, TV Repair, Washing Machine Repair
  256  | Zaid Menon                   | zaidmenon256.provider@smartservice.test | Thrissur        | Home Appliance Repair, Tiling, Carpenter
  257  | Rajesh Hegde                 | rajeshhegde257.provider@smartservice.test | Pathanamthitta  | Furniture Assembly, Car Service
  258  | Firoz George                 | firozgeorge258.provider@smartservice.test | Kottayam        | Flooring, Painting
  259  | Deepak Rasheed               | deepakrasheed259.provider@smartservice.test | Alappuzha       | Waterproofing
  260  | Varsha Balakrishnan          | varshabalakrishnan260.provider@smartservice.test | Kozhikode       | Landscaping
  261  | Rajeev Rao                   | rajeevrao261.provider@smartservice.test | Kottayam        | Electrical, Cleaning, Landscaping
  262  | Karthika George              | karthikageorge262.provider@smartservice.test | Ernakulam       | Painting
  263  | Biju Rajan                   | bijurajan263.provider@smartservice.test | Wayanad         | Waterproofing, Carpenter, Carpet Cleaning
  264  | Thomas Krishnan              | thomaskrishnan264.provider@smartservice.test | Malappuram      | Electrical, House Shifting, Carpenter
  265  | Biju Rajan                   | bijurajan265.provider@smartservice.test | Ernakulam       | Disinfection
  266  | Meera Kumar                  | meerakumar266.provider@smartservice.test | Kozhikode       | Cleaning
  267  | Femina Hameed                | feminahameed267.provider@smartservice.test | Ernakulam       | Plumbing, Solar Installation
  268  | Dhanesh Mathew               | dhaneshmathew268.provider@smartservice.test | Wayanad         | Carpenter
  269  | Libin Khan                   | libinkhan269.provider@smartservice.test | Kollam          | Car Service
  270  | Amitha Abraham               | amithaabraham270.provider@smartservice.test | Palakkad        | Painting
  271  | Catherine Vijayan            | catherinevijayan271.provider@smartservice.test | Kasaragod       | CCTV Installation
  272  | Chithra Menon                | chithramenon272.provider@smartservice.test | Kozhikode       | AC Repair, Mason, Gardening
  273  | Tinu Khan                    | tinukhan273.provider@smartservice.test | Thrissur        | Landscaping, Roofing, Cleaning
  274  | Kavya Khan                   | kavyakhan274.provider@smartservice.test | Kollam          | Car Service, TV Repair, Home Appliance Repair
  275  | Tara Gopalakrishnan          | taragopalakrishnan275.provider@smartservice.test | Ernakulam       | Carpenter, Home Appliance Repair, Laptop Repair
  276  | Evana Kurup                  | evanakurup276.provider@smartservice.test | Malappuram      | Solar Installation
  277  | Lijo Thomas                  | lijothomas277.provider@smartservice.test | Alappuzha       | Gardening, Landscaping, CCTV Installation
  278  | Sindhu Varma                 | sindhuvarma278.provider@smartservice.test | Kottayam        | Plumbing
  279  | Uma Thomas                   | umathomas279.provider@smartservice.test | Alappuzha       | AC Repair, Home Appliance Repair
  280  | Pradeep Pillai               | pradeeppillai280.provider@smartservice.test | Malappuram      | AC Repair
  281  | Uday Ansari                  | udayansari281.provider@smartservice.test | Kasaragod       | Furniture Assembly
  282  | Vimal Abraham                | vimalabraham282.provider@smartservice.test | Thrissur        | Carpenter, Cleaning
  283  | Dhanesh Sivaraman            | dhaneshsivaraman283.provider@smartservice.test | Idukki          | Electrical
  284  | Lakshmi Warrier              | lakshmiwarrier284.provider@smartservice.test | Pathanamthitta  | CCTV Installation
  285  | Jerin Balakrishnan           | jerinbalakrishnan285.provider@smartservice.test | Kottayam        | TV Repair
  286  | Tinu Kumar                   | tinukumar286.provider@smartservice.test | Alappuzha       | Home Appliance Repair
  287  | Lijo Sivaraman               | lijosivaraman287.provider@smartservice.test | Palakkad        | Welding, Gardening
  288  | Anoop Namboothiri            | anoopnamboothiri288.provider@smartservice.test | Thrissur        | Disinfection, Carpenter, Pest Control
  289  | Teena Joseph                 | teenajoseph289.provider@smartservice.test | Thiruvananthapuram | Plumbing, Tiling
  290  | Hridya Kurup                 | hridyakurup290.provider@smartservice.test | Thrissur        | Plumbing
  291  | Umesh Hussain                | umeshhussain291.provider@smartservice.test | Idukki          | Landscaping, Plumbing, Cleaning
  292  | Gireesh George               | gireeshgeorge292.provider@smartservice.test | Kannur          | Gardening, Car Service, Plumbing
  293  | Catherine Mathew             | catherinemathew293.provider@smartservice.test | Thrissur        | Car Service
  294  | Sreeraj Joseph               | sreerajjoseph294.provider@smartservice.test | Ernakulam       | Home Appliance Repair, AC Repair
  295  | Sindhu Nair                  | sindhunair295.provider@smartservice.test | Kollam          | Welding, TV Repair, Plumbing
  296  | Libin Menon                  | libinmenon296.provider@smartservice.test | Idukki          | Disinfection
  297  | Neethu Thomas                | neethuthomas297.provider@smartservice.test | Kozhikode       | Painting, Tiling
  298  | Kevin Unnithan               | kevinunnithan298.provider@smartservice.test | Idukki          | Electrical, Pest Control, Refrigerator Repair
  299  | Sreya Rao                    | sreyarao299.provider@smartservice.test | Kottayam        | Home Appliance Repair, Car Service, Electrical
  300  | Femina Warrier               | feminawarrier300.provider@smartservice.test | Pathanamthitta  | Cleaning, Washing Machine Repair, CCTV Installation
  301  | Ijas Sivaraman               | ijassivaraman301.provider@smartservice.test | Pathanamthitta  | Plumbing
  302  | Umesh Rajan                  | umeshrajan302.provider@smartservice.test | Thrissur        | AC Repair, Washing Machine Repair, Welding
  303  | Meera Thomas                 | meerathomas303.provider@smartservice.test | Pathanamthitta  | Painting, Furniture Assembly
  304  | Rahul Subramaniam            | rahulsubramaniam304.provider@smartservice.test | Kottayam        | Washing Machine Repair, Cleaning
  305  | Zaid Rajan                   | zaidrajan305.provider@smartservice.test | Wayanad         | Painting
  306  | Gayathri Sivaraman           | gayathrisivaraman306.provider@smartservice.test | Ernakulam       | Furniture Assembly
  307  | Arun Unnithan                | arununnithan307.provider@smartservice.test | Palakkad        | Flooring, Plumbing
  308  | Vineeth Ansari               | vineethansari308.provider@smartservice.test | Malappuram      | Pest Control, Painting, Laptop Repair
  309  | Rahul Sivaraman              | rahulsivaraman309.provider@smartservice.test | Wayanad         | Plumbing, Carpet Cleaning, Painting
  310  | Amitha Ali                   | amithaali310.provider@smartservice.test | Malappuram      | Mason
  311  | Vimal Krishnan               | vimalkrishnan311.provider@smartservice.test | Thiruvananthapuram | Carpet Cleaning
  312  | Fathima Bhat                 | fathimabhat312.provider@smartservice.test | Kasaragod       | CCTV Installation
  313  | Vidya Balakrishnan           | vidyabalakrishnan313.provider@smartservice.test | Palakkad        | Carpenter
  314  | Dileep Bhat                  | dileepbhat314.provider@smartservice.test | Pathanamthitta  | Plumbing, Disinfection
  315  | Kevin Kumar                  | kevinkumar315.provider@smartservice.test | Kollam          | Flooring, CCTV Installation
  316  | Hema Hussain                 | hemahussain316.provider@smartservice.test | Kollam          | Waterproofing
  317  | Teena Sivaraman              | teenasivaraman317.provider@smartservice.test | Alappuzha       | Painting
  318  | Ebin Hameed                  | ebinhameed318.provider@smartservice.test | Kasaragod       | Pest Control, AC Repair, Furniture Assembly
  319  | Eshitha Hussain              | eshithahussain319.provider@smartservice.test | Thrissur        | Flooring, Painting, Waterproofing
  320  | Indira Nair                  | indiranair320.provider@smartservice.test | Malappuram      | Landscaping


======================================================================
  HOW TO APPROVE PROVIDERS:
  1. Login as admin at http://localhost:3000/admin/dashboard
  2. Go to Providers section
  3. Click each provider and click Approve
  OR run: node approve-all-providers.js
======================================================================
